Column 1 1 2 1,CATEGORY,Column 1 2 2 2 1,Column 1 2 2 3 1,Column 1 2 2 4 1
"""Zola Suite""","[""eCommerce"",""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Xembly""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Tocaly""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Rhythm Software""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Trint""","[""transcription-translation""]","""Content""",,
"""Track""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""LibAnswers""","[""education"",""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Superpeer""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MeetingPulse for Zoom Desktop""","[""human-resources""]",,,
"""Eightfold Scheduling App""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""FregaRooms""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MeetingPulse""","[""eventmanagement""]",,,
"""Repitte""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Mindbeat""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Clickbranch Integration""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Nook Calendar""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""PrepAir""","[""education"",""productivity""]",,,
"""Flavor With Zoom""","[""crm"",""education""]","""Registration & Scheduling""","""Participants""","""Content"""
"""eWebinar""","[""marketing""]",,,
"""Terminland.eu""","[""health-care"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""BetterHQ""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Epihub""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""kocoschools.com""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""IceWarp Desktop Client""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""PeerKonnect""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Workfront""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Exercise Pro Live""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Zenzen""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Qmiix""","[""productivity""]","""Content""",,
"""edxtore lms""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GrabJobs""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Appointly""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Classly""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bluescape Integration""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""1O8""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Ucampus""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Kaizen""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Acquire""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""RealEstateExpo""","[""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Jamtoo OAuth 2.0""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ISLOLMS""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Well B""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Chanl Integration""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""RealtimeCRM""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Membership instaApp for Zoom""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ScreenLine Learn""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Instrctor""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CEI API""","[""crm"",""health-care""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Summinar""","[""eventmanagement"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Glia - Europe""","[""customer-service""]",,,
"""Marsview Notes - Meeting Assistant""","[""education"",""transcription-translation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Ceeya""","[""eventmanagement"",""learning-development"",""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Fest Academy""","[""education"",""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AI Notetaker by Fathom""","[""recording-transcriptions"",""sales-automation"",""transcription-translation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""IFTTT""","[""content-and-compliance"",""productivity"",""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""IR Collaborate - Experience Management for Zoom""","[""analytics""]",,,
"""Mastera""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""HRMOS""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Close""","[""crm""]",,,
"""Gatsby""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Easy Insight""","[""analytics""]",,,
"""Meeting Timer, Agenda Timer & Clock Countdown""","[""education"",""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Splose""","[""crm"",""health-care""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Arlo Training Management Software""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Clickfunnels""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""SKYMENU Cloud""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Punchpass""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Groove Scheduler for Zoom Meetings""","[""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AppointmentCore""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""LibCal""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Sococo""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CoachAccountable""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bitbucket Notifications""","[""productivity""]",,,
"""ClassFit""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Appointedd""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MeetRecord AI""","[""productivity""]",,,
"""aitemasu""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Telescape Live""","[""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""TARIY""","[""analytics""]",,,
"""flow""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Pigeonhole Live""","[""team-collaborations""]",,,
"""MaxOne""","[""education"",""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Trakstar Hire""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Calendar.com""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Respondent""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Vimeo - all-in-one video hosting and collaboration""","[""recording-transcriptions""]",,,
"""CampaignBreeze""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Hive""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AnyClip Zoom Connector""","[""productivity""]",,,
"""Nubimed""","[""health-care"",""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GVirtualClassroom-App""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Linkando""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""YI Connector Virtual Appointments""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""SmartOffice""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Sparkle Assistant""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CoachVantage""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""BookingHawk.com""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Foothold-Integration""","[""health-care"",""health-wellness""]",,,
"""Yoactiv""","[""crm"",""health-care""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Zendesk for Zoom Phone""","[""customer-service""]",,,
"""Whova""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Appy Pie Connect""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""FunnelFLARE""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AirCourse""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""eeds""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Reply""","[""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Norby""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Smarty CRM""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
